OverallRating,Comments,FeedbackCategory,Subcategory
4,"I'm still learning how to navigate to what I need. Sometimes, it's not as intuitive as I'd like. Overall, I've had a positive experience with the site.",,
5,Easy to put in book order,,
5,I will be submitting an order next week. I had a parent ask for me to hold off until the weekend.,,
4,I wish there are more and better options in the Bonus Catalog.,,
5,MY CODE WOULDNT WORK SO I CALLED IN AND THEY WERE ABLE TO FIX IT!,,
4,will be processing order on Sunday waiting for a few more parents to order,,
4,"I'm always checking back on the site for new reading packs in our spanish classrooms.  We need more ""ready to read"" books for grades TK-3rd.",,
4,Some books are not competitively priced and are cheaper on amazon- so I will always check if they are not 2.00 or more I'll buy from scholastic but sometimes you are 5.00 more and I can't justify it.,,
5,"Love all the opportunites to earn extra points and books!  I like when you send birthday or bonus in the summer. I don't like having to remember to save the email or write them down, but I try!    I've been working on encouraging familes to support books/reading. The economy limits, but glad at least some can. I use my library to supplement.  Many teachers at my school already use Scholastic book orders or not interested, to I can't really recommend anymore.",,
3,thank you,,
2,Please allow for author searching and linking. Subjects as well. Sort filter features by price and reading level while I'm dreaming.,,
5,Easy to use with the item#s.,,
5,AMAZING DEALS! GREAT BUNDLES,,
5,VERY EASY TO USE ... WELL LAID OUT ... LIKE THE FACT THAT I CAN HAVE BOTH MY CHILDREN ON THE ACCOUNT AND A SIMPLE PULL DOWN FEATURE TO CONFIRM WHICH CHILD'S BOOK IS WHICH,,
3,still deciding what to order,,
1,Stop sending me emails and stop producing sooooo many flyers that I simply recycle. Stop!!!!!,,
2,It is just not user friendly. Lots of scrolling. and the information you're looking for is not really in the place you are looking for it to be in.,,
3,"I had a student send a check and an order, like they're supposed to.  One of the items he ordered is apparently out of stock.  Instead of a backorder sheet of stickers, it won't even let me place that order.  Now I've had to email his parents and ask if they want me to send the check back to be re-done or if I should choose a new $6 book.  Thanks for adding extra work on my plate Scholastic.",,
3,I am not getting notified when a parent makes an order.  I have called about this issue and it does not get resolved.  I do get an email when the box is on its way.  But i need to know when a parent places an order,,
5,Waiting for teachers book list and will be buying. And getting some for my friendsâ€™ kids. Iâ€™m so excited.,,
3,Code READS is not working. About to just not bother and not order these books.,,
5,Still plan to submit an order but wanted to verify the books in my cart my child.,,
4,Yesterday I submitted a student online order and mailed a student order and today I had another student online order. Since my orders were submitted on different days I was not able to receive any bonus points or rewards. Is there any way to get those credits?,,
3,"I entered a discount code as offered and instructed, but it did not take.",,
3,I still appreciate the tactile sense of browsing the printed Scholastic book order flyer.,,
3,"When on mobile, hard to find how to order for book club to benefit classroom.",,
4,Sign in period is too short.  Most times when browsing I need to come back and find I've been signed out.  It's just annoying to sign back in is all.,,
5,very easy to use,,
5,"I love scholastic, but I hope there are no delays like there were last year!",,
3,Website and selection are pretty sparse,,
2,"You were out of stock on over $80 worth of books towards my order. Now I have to contact all the parents and have them  write new checks, pick out new books  or discuss options. It is not a good look for the first few weeks of school. Also, I lose out on bonus points and book picks!",,
2,"Everytime I chat with someone, they end the chat before I can even respond. It is very frustrating. It happened just now with Yvonne and has happened each time I have chatted with someone on several occasions. They tell me their solution and then just end the chat. They don't even ask if there is anything else I need, or even provide a normal response time for me to respond each time they send a response or question to me. Can you please relay this along as customer service is getting a bad rep for this. Thanks so much.",,
3,"I don't think it's the most user friendly site. Also, I don't appreciate how Scholastic has raised the price so much that most of our families can't afford to get the books anymore.",,
4,"When used the promotion ""READS"" to get a free book for an order over $25, I was unable to search for titles. For example, I would type in ""pete"" for pete the cat books, however the search revealed no results. However when I deleted the title and just selected ""kindergarten"" grade, pete the cat books appeared as possible options.",,
1,"This has nothing to do with the website, but I am very disheartened that you charging shipping for student orders! I really don't think you should charge for teacher orders either.  I promote your books (for free I might add) and now I have a student that can not order because you are charging shipping for his books because his total is under 25.00. We all know it is getting harder and harder to get kids/parents to even order anymore and now this makes it even harder for those who do! I work in a small district and I have few kids that even order anymore, so getting to the 25.00 is hard. What if I had a student who can only afford a small amount and they were ordering all the books they could in the $1, $2, or $5 section? This is very sad to say the least and I am probably going to do away with even offering the orders and promoting them in my classroom. My student is no longer able to order the two books she wants because she can not cover the shipping charges. I am very disappointed!",,
5,Great!,,
5,Thanks for the great book selection!,,
4,It is annoying to me that the site works best in landscape over portrait on my iPad. I usually forget to turn it.,,
5,The site has been great. I'm just waiting on some more info and then I will place my order.,,
4,"It was difficult to find a ""free book"".  The one I chose for $5, the website said was not eligible.  Don't know why it wasn't.",,
4,It wouldn't let me enter my $5 free book.,,
2,"I have been a member of scholastic for over 30 years. The quality of reading of your product has gone down, in my opinion. There are not enough classic stories, too many graphic novels, and silly stories (Dog man, etc..) and these kind of books do not make my students smarter readers. I know these are the type of books that sell, but , in my opinion, they lower Scholastic's standards.",,
5,Everything worked very smoothly!,,
3,"Site was a little difficult to understand, originally did order through parent site, took me a little while to figure out I needed to check out on book club site so my child's teacher would get credit, would be easier if I could enter her classroom code on profile and it was automatically entered when I check out instead of trying to figure out which site I need to enter my order on. Very confusing.",,
2,"I simply wanted to change the number of fliers I'm receiving since I have a larger class this year. The person I did chat with told me I needed to go the the ""arrow"". When I asked what arrow, she said scroll down to the bottom of the screen, for teachers, and select catalogs. There I find I need to order specific catalogs for a one-time order. I've been teaching 15 years and have placed scholastic orders each of those years. This didn't used to be so difficult.",,
1,I couldnt use the READS coupon code.,,
4,"I am a retired teacher and had an account of my own for my classroom. I now want to purchase books for my grandson's teacher but when I enter my email address, I am taken to my teacher account, and the site won't let me create a parent account. I don't want to purchase unless the teacher gets credit.",,
5,I will place my personal order when students have placed their orders.,,
4,"The search functions are a little antiquated, but I was able to complete, thanks!",,
4,We used to have a warehouse right in our community.  When it shut down last year the delay on getting books WAS HUGE!  I decided not to order last year.  I am going to try again and hope that parents get their orders sooner than later.,,
4,I love the holiday books,,
5,We love when the scholastic flyers come home from school!,,
5,"The updates you are constantly making to the website are amazing and much appreciated. Each time I order, it is so much better. Thank you!",,
4,I have asked for a 4th grade flyer but have not received one- most of my parents need the paper flyer,,
5,Excellent!  Much easier to use than the old format of the site.,,
4,"We really wanted to purchase individual titles of the Owl Diaries, but they were not available.",,
4,"i wasn't able to find a way to search by topic, like self regulation.  I just had to hope it came up.  You should have a tab for kids on spectrum.  Maybe you do but it wasn't obvious.",,
3,I remember being a kid and loving scholastic book days when I got to buy books to read! While it's not exactly the same I did have fun going through the flyer with my son and picking out books he thought were interesting!,,
5,Scholastic's website is very user-friendly and I appreciate that!,,
4,Where do I mail my payment,,
3,"The website is sending my 4th grader's books to my 1st grader's teacher even though I signed them in and ordered separately using their own classroom codes.  It's not a huge deal for us because my kids will both get their books either way, but I really want each teacher to get the points for the right kid.  I'd also like my 4th grader to get his own order, because it's more fun to have them delivered to you in class instead of getting them later from your little brother.  Really  frustrating!",,
5,"Some trouble logging in - didn't accept password, but overall easier than usual.  As I've said before your site doesn't do well with Mozilla and other browsers that focus on privacy which is annoying as I have to use chrome or edge - whichever will work that day.  Also, my biggest pain is trying to enter the due dates.  Often the Drop-down calendar will not register my date.  It would be preferable to have an option to type in a date.  Thank you - hoping things are running more smoothly this year.",,
1,It will not let me order books. Nothing shows in my cart,,
3,I had to reload the page 3 times as a weird box kept coming up. I need to have flyers sent to me as I never got any and would like to make a class order. I can't find how to have flyers sent on your website.,,
1,"I hate having to create accounts for every website out there.  Why can't you just let us enter our information and make a purchase as a ""guest""?  I hate this so much that I have actually not made purchases from you in the past because of it, and I am undecided now if I'll make a purchase tonight.  I came to this website tonight with full intention of placing an order, but now I might not.",,
5,The Scholastic Book Clubs website is very easy to follow.,,
4,"It is difficult to get to the correct page---the clubs.scholastic is not easy to find just by Googling ""Scholastic"".  That would be my only recommendation is to make the clubs easier to navigate to from the main page.",,
3,Trying to apply discounts.,,
5,"if possible filters allowing me too look at subjects per age.  For example... fears/anxiety & age  options with 'where is my monster'.  Also maybe select value packs as alternate purchases when you select a particular book.   I found the above example after searching examples, then put it directly in to see if you had the book as an option.  After I completed my order I discovered there was a value pack with another similar book.",,
5,Very easy to navigate and user friendly.,,
3,What my child wanted was out of stock,,
5,I like how the site keeps track of earned rewards so I don't have to figure it out on my own with codes etc.,,
4,When searching for books to add the site often lags.,,
5,fast and friendly to use,,
5,I chatted with an agent and they fixed it. I had an old account that they ended up merging with my new account.,,
4,"Some item numbers didnâ€™t match the flyers, but overall, easy to shop and place my order!",,
5,Christine was a helpful person online earlier this evening.,,
4,I would like to have the option to ship my order/books to my home address.,,
4,Not enough non-fiction or STEM related books selections,,
1,"The code says expired. I did what the person in chat said to do and it still doesn't work. I don't think I will be ordering, at least online, again any time soon",,
5,Great selections of books for my little reader.,,
5,I appreciate the code for a free book and free shipping!  Thank you!,,
5,The READS coupon didnâ€™t work :(,,
3,Always have a little trouble submitting my free book selection,,
1,website is not formulated to be used with a cellphone. wouldnt even let me submit payment on my cellphone i had to use a desktop computer.,,
4,I wish that scholastic carried adult books.,,
3,I had trouble figuring out why I was about to pay shipping and why I couldn't find some books my daughter wanted.,,
5,I love how easy it is to navigate.  Thank you!,,
3,"I put items in my cart, but the site would not let me log in so I could buy the books I wanted to purchase. I had an account last year and my grandson s now in first grade, so i need to chanfge classrooms, which i did, but then I could not log in. I tried to create a new account, but could not do that either. I am not impressed with your website a the moment.",,
3,I went to scholastic.com and it was not intuitive and difficult to find how to submit an order through my kid's teacher and use the fliers,,
5,I enjoy ordering books from Scholastic.  Great deals.,,
5,I love the books and that I can easily order books for my son without sending money into school with him.,,
5,Great website! keeps kids entertained all night sitting at the dinner table from 4:30-9:00 there bed time.,,
5,Got great suggestions and searching for specific books was easy.,,
5,Smooth ordering experience.  Thank you..,,
4,n/a,,
4,The scroll side bar is so skinny to move.  I hope shipping timeline has improved to pre pandemic schedule.,,
3,the number are not the same as in the flyer.,,
3,Password reset,,
4,"not hard, but not very easy finding the right flyer to order the books",,
3,The phone number to call in said it could not be completed at this time. I sent an email. I will see what happens.,,
2,"Why are you selling books that normalize harsh parenting methods that humiliate and shame children?  While browsing, I saw a book called ""David Gets in Trouble"" that showed a child on the cover sitting in a corner.  The 1950s called and they would like their degrading treatment of children back.  Additionally, I saw you are selling the ""How Do Dinosaurs..."" series which also normalizes emotionally aggressive relationships between parents and children.  Families have problems, yes.  Please do not normalize parental mistreatment of children and CONDITIONAL (rather than unconditional) love.  Please sell books that depict healthy methods of parents guiding their children morally and ethically.  Children being mistreated by their parents don't always realize that what their parents are doing is not healthy.  Normalizing harsh parenting through literature does not help.  It can take years for children to realize that their parents mistreated them and they should not repeat the same patterns",,
5,"I've been a big fan of Scholastic Book Clubs for many years and appreciate the work the company does and how they support literacy not only at my center, but across the country.",,
4,I tried to pull up the2nd & 4th grade flyers to view. they never came up even after I clicked the help if  having trouble,,
5,Love scholastic!! Kids need to hold books.,,
1,I was searching for the book order that I made for my son early in the year (2020 - 2021) . I have never received this order or an explanation as to why not. I will make no future purchases. When I searched for my order after logging in. it said I had no orders. What the heck happened!,,
5,Very easy to use once I entered the age of my child I was able to see a great selection,,
4,Would like to order individual books from the black is beautiful 5 pack,,
5,The site was easy to use and I placed an order with no issues.,,
4,I am still a bit hesitant after last year's first order took over two months.  I shared with families this month but if orders do not come in within 2 weeks we will not send home to parents again.,,
5,The digital flyer wouldn't always come up,,
4,I am just browsing to see what is new and available.  I am the grandparent and will have the books shipped.,,
4,"Not really a difficulty, but I would have liked to be able to specify ""grandparent"" rather than parent.",,
4,"Overall, a good experience however the prices are a little high!",,
5,Very easy,,
4,"I was looking for a way to request paper, book order catalogs to hand out to my students.",,
4,It would be great if you could search by lexile/reading level.  Or even if you could easily access flyers from other grades as my child is reading above her grade level.,,
4,"It's not clear when we will receive the book? With online orders, I like to know when to check back in in case something gets lost.",,
5,"I love scholastic book clubs! The user interface is easy to use and I LOVE getting points with every order, it makes me able to supply my home and classroom with wonderful books to read.",,
4,It was hard to get to the flyers but overall it was a good visit!,,
4,"Not difficulties per se, but the website doesn't always feel intuitive for figuring out how to do what I need as a teacher. This is only my second year, so maybe that's why.",,
3,"on 9-9 I submitted orders for Emery and Alcie.  Alcies ordered was delivered today, But   Emerys was not and I do not see it on the site.",,
5,I loved that we got a free book from the $5 page!,,
4,I was interested in many of the book packs but already own 1 or 2 in most of them and wish the titles that you were interested in were available to purchase on their own.,,
5,Looking for classroom books and books for my family. I will submit class order tomorrow.,,
3,Last year I stopped ordering because it was a mess.  If it goes back to the previous year I would love to use it again.  Plus all four kindergarten teachers had a bill for the whole school year and our PTO had paid it.  I gave you scores based on last year.,,
2,The process of entering my students new teacher took more time than it should have and finally someone had to do it that works for scholastic.  It should be a simple process to change teachers at the beginning of the new year.,,
5,My customer number is not the same number I've used for the last 35 years??????,,
5,Site is easy yo navigate,,
5,"I was able to find what I needed. The item numbers were very helpful with that. It was nice to get a free book with code--READS.     I think I get too many emails from the scholastic book club. In all honestly, it's the fliers that I look at before getting books. Not that I'd never want emails, but I just get too many emails, so I reach a point where I just start unsubscribing from groups.",,
5,I will be placing an order tomorrow and I wanted to look at any changes to the site.,,
3,I wish the $1 books would come back. Some teachers can not afford to buy $75 worth of book before we can access the $1 books. Its hard enough to afford a $1 book for each of my students each month. I hate that I haven't been able to provide my students with more book this last year like I did my first year.,,
5,Me encanta super,,
5,Absolutely love Scholastic and the experience of it. So excited my kids get to be a part of this now too.,,
4,I am waiting to see if I get any more orders.,,
4,Tracking #â€™s would be appreciated,,
5,Very easy and connected to my daughters class with the code right away.,,
4,I need a tax exempt button,,
4,"It's my first time on the site and I really enjoyed it. The only thing I didn't like was that it did not let me know what the delivery time would look like. Overall, it's a nice and self-explanatory site.",,
4,I canâ€™t find my class added to my profile yet.,,
5,I didnâ€™t get the promo code to work,,
5,"My confirmation page after my order was complete gave me an error message saying that it took too long to load and needed me to resubmit it, but when I refreshed the page, my order confirmation was there anyway.",,
5,very simple step by step   Thank you :-),,
4,Diana finally help me get into the sight I needed. Thank you,,
5,Could not find books that I was looking for.      Had problems last year with delivery of books.  Hope it goes better this year.,,
5,"Using the site is simple, which I can appreciate!",,
1,"I ran out of during this visit to the website, but I will be placing my order shortly. :)",,
3,"It was very hard to find the correct place to go. First, I was on the generic ""Scholastic"" website and while I connected to the school, I was not able to connect to my child's teacher. Shipping to the teacher's classroom didn't work. When I tried the chat feature for help, the session timed out and I never got help. I eventually found the correct ""Book Club"" site and entered books straight from the flyer from school.     So overall...tricky to navigate the website.",,
4,Love getting books for my kids and helping the teacher.,,
2,Get this woke crap off your site. The more woke stuff there is the less I buy. Shame.,,
5,I love having the opportunity to add to our home library and help out my child's classroom,,
2,I have now filled out the request for paper flyers twice. Please follow through and send them soon.,,
5,"Biggest challenge was figuring out which books were in a boxed series. I was shopping for the Magic Tree House series and needed a specific ""next"" box set. I couldn't easily distinguish which set was the correct one for me to select. The numbers were not listed in the title of the product.",,
5,"I couldn't remember my password but if I had known the ""requirements"" I would've been able to remember it.  Maybe it would be helpful to know how many characters the passwords are?",,
1,"The flyer from the teacher, does NOT match on-line.",,
4,"It can be hard to find books even with the search feature.  For instance I typed in ""Babysitters Club"" and it only offered me the 5 book pack, but I knew there was an individual book available.",,
1,I was searching for the book order that I made for my son early in the year (2020 - 2021) . I have never received this order or an explanation as to why not. I will make no future purchases. When I searched for my order after logging in. it said I had no orders. What the heck happened!,,
1,Unable to get to the Cary to purchase.,,
4,"It would be nice to be able to easily share a child's wishlist, with easy connection to the teacher's  class code#.",,
1,"After the multiple poor experiences I had last year, I am not participating in book orders in my classroom this year.",,
3,"Had been calling to clarify my order. Still missing a book I ordered back on May 20, 2022.  I did not appreciate that a call back was never made from Scholastic.  I had to log in, call, send a message and finally, took me submitting a chat before I had my questions answered.",,
5,Is there a better way to search for all non-book items that are available to purchase? My middle schooler likes the posters and other items that are usually available during the book fairs. I was unable to locate any of those items during my search.,,
4,My child's teacher was listed at her former school. I let her know so she can update it.,,
3,"For books that are part of a series, I wish you would say which number it is. As an example, I know my son likes The Bad Guys, but I don't know which numbers you have for sale.",,
5,It sent me straight to the survey before I could order. I will do so now.,,
5,All around great,,
5,Excellent choice of books and great prices.  Thanks for making ordering so easy.,,
5,"Christon was very helpful. I didn't get to tell them because  I clicked something and the chat disappeared from screen, though  I heard a couple extra messages.",,
5,Easy and quick to order!,,
4,"I think it's great that we can select a child's name when we have multiple children in the Scholastic System. I like that feature in the cart and the ability to add to their wishlist. The struggle that I have with that, is that when earning free books, we may spend $25 on each child, but we would still only receive one free book. It makes it more effective for me to submit two orders so they can each pick their own free book, but I know it's more costly for you.     In addition, the books and series that my children like most were out of stock. That prompted me not to submit an order today. It seems that the books or series that my children want (and within a price range I am willing to spend with each book order) always seem to be out of stock.",,
4,Site was quick and easy to navigate.,,
4,the flyers are glitchy,,
5,Site is very easy to navigate. I love that we can create a wish list for next time!,,
4,Some difficulty finding the location for the classroom code.,,
1,I am frustrated that the last two orders I made were canceled and not by me!  I choose to have our orders come to my home because we are within a high school that does not give us our mail.,,
4,Not all books are available that are available on the regular website of scholastic,,
3,The site is always so easy to use!,,
5,"I was very happy to have immediate help from ""Ronda"" on the live chat. She was able to find the information I needed in a timely manner and was quite courteous.    I was a little surprised to find that I could not look up the amount in my child's E-wallet without the help of Ronda, I have the tendency to think I've done something, but in fact just thought about doing it and I needed to make absolute sure that my daughter wouldn't be showing up on book fair day, unable to purchase anything with her class.      Other than the ability to check the amount in your child's E-wallet easily, everything else ran smoothly.",,
4,I had a hard time trying to change my password.,,
2,"I am unable to find books via searching. I searched for the title  ""Marcus Makes a Movie"" and the author ""Kevin Hart,"" among others and the books in your flyer did not come up. I used to work in a library so I know how to search books. I was able to use the item number, but it's absurd that using the titles of the book does not work. I am very disappointed with how poor your site operates.",,
3,Thank you guys for all you do.,,
4,Will be placing order later today,,
4,"It is hard to find the book club site versus the regular scholastic site.  Going forward, I believe I figured it out, but why separate the two so distinctly?  Thanks!",,
4,Sometimes the digital flyers would not load and I would have to keep refreshing the page. Other than that I am a big Scholastic fan and love ordering books!,,
3,difficult to figure out where to make changes to account.  Site not clear.,,
3,I started ordering under my name and it didn't automatically connect me with my son's teacher. I had to notice the price difference to the flyer and then went into the club section and was able to get the pricing I had for the flyer.,,
4,I like that I received an email when a family orders books online.,,
3,It wasn't clear that to order online we had to connect to a teacher. We were given a code to use but no instructions so when entering the website it was a bit difficult to navigate.,,
3,"On the main Scholastic page, there should be something to tell you to go to the Book Clubs section if you have a class code.",,
1,"Added items to the general scholastic purchasing site.  however, didn't know this wouldn't link me to the book clubs directly.  book clubs has a lot fewer options.  ended up buying at amazon.",,
4,"I like being able to see tons and tons of books, but I wish there was an option to search based on price and not by grade or age. I really like the selection of suggested books at the bottom of the page after you click on a book. I feel like there are so many books I am missing and struggle to be able to search appropriately on my phone.",,
4,Overall good experience.  I felt like the book recommendations were a bit on the young side.,,
5,Opened site and prepared for my children to choose their options. Very likely to come back. I remember being SO excited for Book Fairs and Book Clubs as a kid in school. It was definitely a highlight of elementary and even middle school!,,
4,none,,
4,I've struggled for years with the cc payment method on this site. Mostly around saving a cc/adding a new cc.,,
4,The coupon code for a free book expired before the book order is even due. Thatâ€™s frustrating!,,
4,I had to put in my card info a couple of times before it would accept it - kept saying invalid code. I had to enter things in a certain order.,,
5,"Took a long time to load, just closed the page and re-opened it about an hour later and all is good.",,
4,I wish you could see a photo of the books that are available with the code READS (Because apparently I literally want to judge a book by it's cover??).,,
5,"This was the fastest, EASIEST book order I have ever completed.  I usually have to call you to have somebody WALK ME through the process, but this time--------it was a CHARM!!  Sooooo-keep up the good work!!  (Of having an order form that flows logically!!)",,
5,Flyers take a long time to load,,
5,"very user friendly, fast & efficient",,
5,Anxious to provide opportunities for students to buy books.,,
4,The $10 to spend right now window was not available and I couldn't complete my order,,
4,"When a book is out of stock, i should be able to put in on a watchlist or something.",,
5,I appreciate the work taken to make Scholastic great again! Thank you!,,
4,Please add filters to narrow down search. Grade/Price/theme all on same page.,,
3,"I am not so sure how to enter my students and get flyers to parents. I am going to ask a coworker to help, who has used the site this year.",,
4,Some of the wording prices were overlapping. I couldn't read what was written in these areas.,,
4,Looking for graphic novels to try and interest a young boy to read.,,
5,not complete with my order. Did find letters for parents. Love them,,
1,"Page isn't formatted to view on Android mobile. The page is too big for mobile viewing. Can't see all the books when scrolling, it ""skips"" over half of them.",,
1,This website is goddawful. I canâ€™t figure out how to make an order and your tutorial only shows me how to send reminders and links to friends and family. Iâ€™ve been here ten minutes and I canâ€™t figure it out. Fix your website. It sucks.,,
